window_idx,equipment_id,operating_mode,batch,anomaly_type,label
7129,EQ-008,normal,v2,bearing_degradation,1
7130,EQ-008,normal,v2,bearing_degradation,1
7131,EQ-008,normal,v2,bearing_degradation,1
7132,EQ-008,normal,v2,bearing_degradation,1
7133,EQ-008,normal,v2,bearing_degradation,1
7134,EQ-008,normal,v2,bearing_degradation,1
7135,EQ-008,normal,v2,normal,0
7136,EQ-008,normal,v2,normal,0
7137,EQ-008,normal,v2,normal,0
7138,EQ-008,normal,v2,normal,0
7139,EQ-008,normal,v2,normal,0
7140,EQ-008,normal,v2,normal,0
7141,EQ-008,normal,v2,normal,0
7142,EQ-008,normal,v2,normal,0
7143,EQ-008,normal,v2,normal,0
7144,EQ-008,normal,v2,normal,0
7145,EQ-008,normal,v2,normal,0
7146,EQ-008,normal,v2,bearing_degradation,1
7147,EQ-008,normal,v2,bearing_degradation,1
7148,EQ-008,normal,v2,bearing_degradation,1
7149,EQ-008,normal,v2,bearing_degradation,1
7150,EQ-008,normal,v2,bearing_degradation,1
7151,EQ-008,normal,v2,bearing_degradation,1
7152,EQ-008,normal,v2,bearing_degradation,1
7153,EQ-008,normal,v2,normal,0
7154,EQ-008,normal,v2,normal,0
7155,EQ-008,normal,v2,normal,0
7156,EQ-008,normal,v2,normal,0
7157,EQ-008,normal,v2,normal,0
7158,EQ-008,normal,v2,normal,0
7159,EQ-008,normal,v2,normal,0
7160,EQ-008,normal,v2,sensor_malfunction,1
7161,EQ-008,normal,v2,sensor_malfunction,1
7162,EQ-008,normal,v2,sensor_malfunction,1
7163,EQ-008,normal,v2,sensor_malfunction,1
7164,EQ-008,normal,v2,sensor_malfunction,1
7165,EQ-008,normal,v2,sensor_malfunction,1
7166,EQ-008,normal,v2,sensor_malfunction,1
7167,EQ-008,normal,v2,normal,0
7168,EQ-008,normal,v2,normal,0
7169,EQ-008,normal,v2,normal,0
7170,EQ-008,normal,v2,normal,0
7171,EQ-008,normal,v2,normal,0
7172,EQ-008,normal,v2,normal,0
7173,EQ-008,normal,v2,normal,0
7174,EQ-008,normal,v2,normal,0
7175,EQ-008,normal,v2,normal,0
7176,EQ-008,normal,v2,normal,0
7177,EQ-008,normal,v2,normal,0
7178,EQ-008,normal,v2,normal,0
7179,EQ-008,normal,v2,normal,0
7180,EQ-008,normal,v2,normal,0
7181,EQ-008,normal,v2,normal,0
7182,EQ-008,normal,v2,normal,0
7183,EQ-008,normal,v2,normal,0
7184,EQ-008,normal,v2,normal,0
7185,EQ-008,normal,v2,normal,0
7186,EQ-008,normal,v2,normal,0
7187,EQ-008,normal,v2,normal,0
7188,EQ-008,normal,v2,normal,0
7189,EQ-008,normal,v2,normal,0
7190,EQ-008,normal,v2,normal,0
7191,EQ-008,normal,v2,normal,0
7192,EQ-008,normal,v2,normal,0
7193,EQ-008,normal,v2,normal,0
7194,EQ-008,normal,v2,normal,0
7195,EQ-008,normal,v2,normal,0
7196,EQ-008,normal,v2,normal,0
7197,EQ-008,normal,v2,normal,0
7198,EQ-008,normal,v2,normal,0
7199,EQ-008,normal,v2,normal,0
7200,EQ-008,normal,v2,normal,0
7201,EQ-008,normal,v2,normal,0
7202,EQ-008,normal,v2,normal,0
7203,EQ-008,normal,v2,normal,0
7204,EQ-008,normal,v2,normal,0
7205,EQ-008,normal,v2,normal,0
7206,EQ-008,normal,v2,normal,0
7207,EQ-008,normal,v2,normal,0
7208,EQ-008,normal,v2,normal,0
7209,EQ-008,normal,v2,normal,0
7210,EQ-008,normal,v2,normal,0
7211,EQ-008,normal,v2,normal,0
7212,EQ-008,normal,v2,normal,0
7213,EQ-008,normal,v2,bearing_degradation,1
7214,EQ-008,normal,v2,bearing_degradation,1
7215,EQ-008,normal,v2,bearing_degradation,1
7216,EQ-008,normal,v2,bearing_degradation,1
7217,EQ-008,normal,v2,bearing_degradation,1
7218,EQ-008,normal,v2,bearing_degradation,1
7219,EQ-008,normal,v2,normal,0
7220,EQ-008,normal,v2,normal,0
7221,EQ-008,normal,v2,normal,0
7222,EQ-008,normal,v2,normal,0
7223,EQ-008,normal,v2,normal,0
7224,EQ-008,normal,v2,normal,0
7225,EQ-008,normal,v2,normal,0
7226,EQ-008,normal,v2,normal,0
7227,EQ-008,normal,v2,normal,0
7228,EQ-008,normal,v2,normal,0
7229,EQ-008,normal,v2,normal,0
7230,EQ-008,normal,v2,normal,0
7231,EQ-008,normal,v2,normal,0
7232,EQ-008,normal,v2,normal,0
7233,EQ-008,normal,v2,normal,0
7234,EQ-008,normal,v2,normal,0
7235,EQ-008,normal,v2,pressure_leak,1
7236,EQ-008,normal,v2,pressure_leak,1
7237,EQ-008,normal,v2,pressure_leak,1
7238,EQ-008,normal,v2,pressure_leak,1
7239,EQ-008,normal,v2,pressure_leak,1
7240,EQ-008,normal,v2,pressure_leak,1
7241,EQ-008,normal,v2,pressure_leak,1
7242,EQ-008,normal,v2,pressure_leak,1
7243,EQ-008,normal,v2,pressure_leak,1
7244,EQ-008,normal,v2,normal,0
7245,EQ-008,normal,v2,normal,0
7246,EQ-008,normal,v2,normal,0
7247,EQ-008,normal,v2,normal,0
7248,EQ-008,normal,v2,normal,0
7249,EQ-008,normal,v2,normal,0
7250,EQ-008,normal,v2,normal,0
7251,EQ-008,normal,v2,normal,0
7252,EQ-008,normal,v2,normal,0
7253,EQ-008,normal,v2,normal,0
7254,EQ-008,normal,v2,normal,0
7255,EQ-008,normal,v2,normal,0
7256,EQ-008,normal,v2,sensor_malfunction,1
7257,EQ-008,normal,v2,sensor_malfunction,1
7258,EQ-008,normal,v2,sensor_malfunction,1
7259,EQ-008,normal,v2,sensor_malfunction,1
7260,EQ-008,normal,v2,sensor_malfunction,1
7261,EQ-008,normal,v2,sensor_malfunction,1
7262,EQ-008,normal,v2,sensor_malfunction,1
7263,EQ-008,normal,v2,normal,0
7264,EQ-008,normal,v2,normal,0
7265,EQ-008,normal,v2,normal,0
7266,EQ-008,normal,v2,normal,0
7267,EQ-008,normal,v2,normal,0
7268,EQ-008,normal,v2,normal,0
7269,EQ-008,normal,v2,normal,0
7270,EQ-008,normal,v2,normal,0
7271,EQ-008,normal,v2,normal,0
7272,EQ-008,normal,v2,normal,0
7273,EQ-008,normal,v2,normal,0
7274,EQ-008,normal,v2,normal,0
7275,EQ-008,normal,v2,normal,0
7276,EQ-008,normal,v2,normal,0
7277,EQ-008,normal,v2,normal,0
7278,EQ-008,normal,v2,normal,0
7279,EQ-008,normal,v2,normal,0
7280,EQ-008,normal,v2,normal,0
7281,EQ-008,normal,v2,normal,0
7282,EQ-008,normal,v2,normal,0
7283,EQ-008,normal,v2,normal,0
7284,EQ-008,normal,v2,normal,0
7285,EQ-008,normal,v2,normal,0
7286,EQ-008,normal,v2,normal,0
7287,EQ-008,normal,v2,normal,0
7288,EQ-008,normal,v2,normal,0
7289,EQ-008,normal,v2,normal,0
7290,EQ-008,normal,v2,normal,0
7291,EQ-008,normal,v2,normal,0
7292,EQ-008,normal,v2,normal,0
7293,EQ-008,normal,v2,thermal_runaway,1
7294,EQ-008,normal,v2,thermal_runaway,1
7295,EQ-008,normal,v2,thermal_runaway,1
7296,EQ-008,normal,v2,thermal_runaway,1
7297,EQ-008,normal,v2,thermal_runaway,1
7298,EQ-008,normal,v2,thermal_runaway,1
7299,EQ-008,normal,v2,thermal_runaway,1
7300,EQ-008,normal,v2,thermal_runaway,1
7301,EQ-008,normal,v2,normal,0
7302,EQ-008,normal,v2,normal,0
7303,EQ-008,normal,v2,normal,0
7304,EQ-008,normal,v2,normal,0
7305,EQ-008,normal,v2,normal,0
7306,EQ-008,normal,v2,normal,0
7307,EQ-008,normal,v2,normal,0
7308,EQ-008,normal,v2,normal,0
7309,EQ-008,normal,v2,normal,0
7310,EQ-008,normal,v2,normal,0
7311,EQ-008,normal,v2,normal,0
7312,EQ-008,normal,v2,normal,0
7313,EQ-008,normal,v2,normal,0
7314,EQ-008,normal,v2,normal,0
7315,EQ-008,normal,v2,normal,0
7316,EQ-008,normal,v2,normal,0
7317,EQ-008,normal,v2,normal,0
7318,EQ-008,normal,v2,normal,0
7319,EQ-008,normal,v2,normal,0
7320,EQ-008,normal,v2,normal,0
7321,EQ-008,normal,v2,normal,0
7322,EQ-008,normal,v2,normal,0
7323,EQ-008,normal,v2,normal,0
7324,EQ-008,normal,v2,normal,0
7325,EQ-008,normal,v2,normal,0
7326,EQ-008,normal,v2,normal,0
7327,EQ-008,normal,v2,normal,0
7328,EQ-008,normal,v2,normal,0
7329,EQ-008,normal,v2,normal,0
7330,EQ-008,normal,v2,normal,0
7331,EQ-008,normal,v2,normal,0
7332,EQ-008,normal,v2,normal,0
7333,EQ-008,normal,v2,normal,0
7334,EQ-008,normal,v2,normal,0
7335,EQ-008,normal,v2,normal,0
7336,EQ-008,normal,v2,normal,0
7337,EQ-008,normal,v2,normal,0
7338,EQ-008,normal,v2,normal,0
7339,EQ-008,normal,v2,normal,0
7340,EQ-008,normal,v2,normal,0
7341,EQ-008,normal,v2,normal,0
7342,EQ-008,normal,v2,normal,0
7343,EQ-008,normal,v2,normal,0
7344,EQ-008,normal,v2,normal,0
7345,EQ-008,normal,v2,normal,0
7346,EQ-008,normal,v2,normal,0
7347,EQ-008,normal,v2,normal,0
7348,EQ-008,normal,v2,normal,0
7349,EQ-008,normal,v2,normal,0
7350,EQ-008,normal,v2,normal,0
7351,EQ-008,normal,v2,normal,0
7352,EQ-008,normal,v2,normal,0
7353,EQ-008,normal,v2,normal,0
7354,EQ-008,normal,v2,normal,0
7355,EQ-008,normal,v2,normal,0
7356,EQ-008,normal,v2,normal,0
7357,EQ-008,normal,v2,normal,0
7358,EQ-008,normal,v2,normal,0
7359,EQ-008,normal,v2,normal,0
7360,EQ-008,normal,v2,normal,0
7361,EQ-008,normal,v2,normal,0
7362,EQ-008,normal,v2,normal,0
7363,EQ-008,normal,v2,normal,0
7364,EQ-008,normal,v2,normal,0
7365,EQ-008,normal,v2,normal,0
7366,EQ-008,normal,v2,normal,0
7367,EQ-008,normal,v2,normal,0
7368,EQ-008,normal,v2,normal,0
7369,EQ-008,normal,v2,normal,0
7370,EQ-008,normal,v2,normal,0
7371,EQ-008,normal,v2,normal,0
7372,EQ-008,normal,v2,normal,0
7373,EQ-008,normal,v2,normal,0
7374,EQ-008,normal,v2,normal,0
7375,EQ-008,normal,v2,normal,0
7376,EQ-008,normal,v2,normal,0
7377,EQ-008,normal,v2,normal,0
7378,EQ-008,normal,v2,normal,0
7379,EQ-008,normal,v2,normal,0
7380,EQ-008,normal,v2,normal,0
7381,EQ-008,normal,v2,normal,0
7382,EQ-008,normal,v2,normal,0
7383,EQ-008,normal,v2,normal,0
7384,EQ-008,normal,v2,normal,0
7385,EQ-008,normal,v2,normal,0
7386,EQ-008,normal,v2,normal,0
7387,EQ-008,normal,v2,normal,0
7388,EQ-008,normal,v2,normal,0
7389,EQ-008,normal,v2,normal,0
7390,EQ-008,normal,v2,normal,0
7391,EQ-008,normal,v2,normal,0
7392,EQ-008,normal,v2,normal,0
7393,EQ-008,normal,v2,normal,0
7394,EQ-008,normal,v2,normal,0
7395,EQ-008,normal,v2,bearing_degradation,1
7396,EQ-008,normal,v2,bearing_degradation,1
7397,EQ-008,normal,v2,bearing_degradation,1
7398,EQ-008,normal,v2,bearing_degradation,1
7399,EQ-008,normal,v2,bearing_degradation,1
7400,EQ-008,normal,v2,bearing_degradation,1
7401,EQ-008,normal,v2,normal,0
7402,EQ-008,normal,v2,normal,0
7403,EQ-008,normal,v2,normal,0
7404,EQ-008,normal,v2,normal,0
7405,EQ-008,normal,v2,normal,0
7406,EQ-008,normal,v2,normal,0
7407,EQ-008,normal,v2,normal,0
7408,EQ-008,normal,v2,normal,0
7409,EQ-008,normal,v2,normal,0
7410,EQ-008,normal,v2,normal,0
7411,EQ-008,normal,v2,normal,0
7412,EQ-008,normal,v2,normal,0
7413,EQ-008,normal,v2,normal,0
7414,EQ-008,normal,v2,normal,0
7415,EQ-008,normal,v2,normal,0
7416,EQ-008,normal,v2,normal,0
7417,EQ-008,normal,v2,normal,0
7418,EQ-008,normal,v2,normal,0
7419,EQ-008,normal,v2,normal,0
7420,EQ-008,normal,v2,normal,0
7421,EQ-008,normal,v2,normal,0
7422,EQ-008,normal,v2,normal,0
7423,EQ-008,normal,v2,normal,0
7424,EQ-008,normal,v2,normal,0
7425,EQ-008,normal,v2,normal,0
7426,EQ-008,normal,v2,bearing_degradation,1
7427,EQ-008,normal,v2,bearing_degradation,1
7428,EQ-008,normal,v2,bearing_degradation,1
7429,EQ-008,normal,v2,bearing_degradation,1
7430,EQ-008,normal,v2,bearing_degradation,1
7431,EQ-008,normal,v2,bearing_degradation,1
7432,EQ-008,normal,v2,normal,0
7433,EQ-008,normal,v2,normal,0
7434,EQ-008,normal,v2,normal,0
7435,EQ-008,normal,v2,normal,0
7436,EQ-008,normal,v2,normal,0
7437,EQ-008,normal,v2,normal,0
7438,EQ-008,normal,v2,normal,0
7439,EQ-008,normal,v2,normal,0
7440,EQ-008,normal,v2,normal,0
7441,EQ-008,normal,v2,normal,0
7442,EQ-008,normal,v2,normal,0
7443,EQ-008,normal,v2,normal,0
7444,EQ-008,normal,v2,normal,0
7445,EQ-008,normal,v2,normal,0
7446,EQ-008,normal,v2,normal,0
7447,EQ-008,normal,v2,normal,0
7448,EQ-008,normal,v2,normal,0
7449,EQ-008,normal,v2,normal,0
7450,EQ-008,normal,v2,normal,0
7451,EQ-008,normal,v2,normal,0
7452,EQ-008,normal,v2,normal,0
7453,EQ-008,normal,v2,normal,0
7454,EQ-008,normal,v2,normal,0
7455,EQ-008,normal,v2,normal,0
7456,EQ-008,normal,v2,normal,0
7457,EQ-008,normal,v2,normal,0
7458,EQ-008,normal,v2,normal,0
7459,EQ-008,normal,v2,normal,0
7460,EQ-008,normal,v2,bearing_degradation,1
7461,EQ-008,normal,v2,bearing_degradation,1
7462,EQ-008,normal,v2,bearing_degradation,1
7463,EQ-008,normal,v2,bearing_degradation,1
7464,EQ-008,normal,v2,bearing_degradation,1
7465,EQ-008,normal,v2,bearing_degradation,1
7466,EQ-008,normal,v2,bearing_degradation,1
7467,EQ-008,normal,v2,normal,0
7468,EQ-008,normal,v2,normal,0
7469,EQ-008,normal,v2,normal,0
7470,EQ-008,normal,v2,normal,0
7471,EQ-008,normal,v2,normal,0
7472,EQ-008,normal,v2,normal,0
7473,EQ-008,normal,v2,normal,0
7474,EQ-008,normal,v2,normal,0
7475,EQ-008,normal,v2,normal,0
7476,EQ-008,normal,v2,normal,0
7477,EQ-008,normal,v2,normal,0
7478,EQ-008,normal,v2,normal,0
7479,EQ-008,normal,v2,normal,0
7480,EQ-008,normal,v2,normal,0
7481,EQ-008,normal,v2,normal,0
7482,EQ-008,normal,v2,normal,0
7483,EQ-008,normal,v2,normal,0
7484,EQ-008,normal,v2,normal,0
7485,EQ-008,normal,v2,normal,0
7486,EQ-008,normal,v2,normal,0
7487,EQ-008,normal,v2,normal,0
7488,EQ-008,normal,v2,normal,0
7489,EQ-008,normal,v2,normal,0
7490,EQ-008,normal,v2,normal,0
7491,EQ-008,normal,v2,normal,0
7492,EQ-008,normal,v2,normal,0
7493,EQ-008,normal,v2,normal,0
7494,EQ-008,normal,v2,normal,0
7495,EQ-008,normal,v2,normal,0
7496,EQ-008,normal,v2,normal,0
7497,EQ-008,normal,v2,normal,0
7498,EQ-008,normal,v2,normal,0
7499,EQ-008,normal,v2,normal,0
7500,EQ-008,normal,v2,normal,0
7501,EQ-008,normal,v2,normal,0
7502,EQ-008,normal,v2,normal,0
7503,EQ-008,normal,v2,normal,0
7504,EQ-008,normal,v2,normal,0
7505,EQ-008,normal,v2,normal,0
7506,EQ-008,normal,v2,normal,0
7507,EQ-008,normal,v2,normal,0
7508,EQ-008,normal,v2,normal,0
7509,EQ-008,normal,v2,normal,0
7510,EQ-008,normal,v2,normal,0
7511,EQ-008,normal,v2,normal,0
7512,EQ-008,normal,v2,normal,0
7513,EQ-008,normal,v2,normal,0
7514,EQ-008,normal,v2,normal,0
7515,EQ-008,normal,v2,normal,0
7516,EQ-008,normal,v2,normal,0
7517,EQ-008,normal,v2,normal,0
7518,EQ-008,normal,v2,normal,0
7519,EQ-008,normal,v2,normal,0
7520,EQ-008,normal,v2,normal,0
7521,EQ-008,normal,v2,normal,0
7522,EQ-008,normal,v2,normal,0
7523,EQ-008,normal,v2,normal,0
7524,EQ-008,normal,v2,normal,0
7525,EQ-008,normal,v2,normal,0
7526,EQ-008,normal,v2,normal,0
7527,EQ-008,normal,v2,normal,0
7528,EQ-008,normal,v2,normal,0
7529,EQ-008,normal,v2,normal,0
7530,EQ-008,normal,v2,normal,0
7531,EQ-008,normal,v2,normal,0
7532,EQ-008,normal,v2,normal,0
7533,EQ-008,normal,v2,normal,0
7534,EQ-008,normal,v2,normal,0
7535,EQ-008,normal,v2,normal,0
7536,EQ-008,normal,v2,normal,0
7537,EQ-008,normal,v2,normal,0
7538,EQ-008,normal,v2,normal,0
7539,EQ-008,normal,v2,normal,0
7540,EQ-008,normal,v2,normal,0
7541,EQ-008,normal,v2,normal,0
7542,EQ-008,normal,v2,normal,0
7543,EQ-008,normal,v2,normal,0
7544,EQ-008,normal,v2,normal,0
7545,EQ-008,normal,v2,normal,0
7546,EQ-008,normal,v2,normal,0
7547,EQ-008,normal,v2,normal,0
7548,EQ-008,normal,v2,normal,0
7549,EQ-008,normal,v2,normal,0
7550,EQ-008,normal,v2,normal,0
7551,EQ-008,normal,v2,normal,0
7552,EQ-008,normal,v2,normal,0
7553,EQ-008,normal,v2,normal,0
7554,EQ-008,normal,v2,normal,0
7555,EQ-008,normal,v2,normal,0
7556,EQ-008,normal,v2,normal,0
7557,EQ-008,normal,v2,normal,0
7558,EQ-008,normal,v2,normal,0
7559,EQ-008,normal,v2,normal,0
7560,EQ-008,normal,v2,normal,0
7561,EQ-008,normal,v2,normal,0
7562,EQ-008,normal,v2,normal,0
7563,EQ-008,normal,v2,normal,0
7564,EQ-008,normal,v2,normal,0
7565,EQ-008,normal,v2,normal,0
7566,EQ-008,normal,v2,normal,0
7567,EQ-008,normal,v2,normal,0
7568,EQ-008,normal,v2,normal,0
7569,EQ-008,normal,v2,normal,0
7570,EQ-008,normal,v2,normal,0
7571,EQ-008,normal,v2,normal,0
7572,EQ-008,normal,v2,normal,0
7573,EQ-008,normal,v2,normal,0
7574,EQ-008,normal,v2,normal,0
7575,EQ-008,normal,v2,normal,0
7576,EQ-008,normal,v2,normal,0
7577,EQ-008,normal,v2,normal,0
7578,EQ-008,normal,v2,normal,0
7579,EQ-008,normal,v2,normal,0
7580,EQ-008,normal,v2,normal,0
7581,EQ-008,normal,v2,normal,0
7582,EQ-008,normal,v2,normal,0
7583,EQ-008,normal,v2,normal,0
7584,EQ-008,normal,v2,normal,0
7585,EQ-008,normal,v2,normal,0
7586,EQ-008,normal,v2,normal,0
7587,EQ-008,normal,v2,normal,0
7588,EQ-008,normal,v2,normal,0
7589,EQ-008,normal,v2,normal,0
7590,EQ-008,normal,v2,normal,0
7591,EQ-008,normal,v2,normal,0
7592,EQ-008,normal,v2,normal,0
7593,EQ-008,normal,v2,normal,0
7594,EQ-008,normal,v2,normal,0
7595,EQ-008,normal,v2,normal,0
7596,EQ-008,normal,v2,normal,0
7597,EQ-008,normal,v2,normal,0
7598,EQ-008,normal,v2,normal,0
7599,EQ-008,normal,v2,normal,0
7600,EQ-008,normal,v2,normal,0
7601,EQ-008,normal,v2,normal,0
7602,EQ-008,normal,v2,normal,0
7603,EQ-008,normal,v2,normal,0
7604,EQ-008,normal,v2,normal,0
7605,EQ-008,normal,v2,normal,0
7606,EQ-008,normal,v2,normal,0
7607,EQ-008,normal,v2,normal,0
7608,EQ-008,normal,v2,normal,0
7609,EQ-008,normal,v2,normal,0
7610,EQ-008,normal,v2,normal,0
7611,EQ-008,normal,v2,normal,0
7612,EQ-008,normal,v2,normal,0
7613,EQ-008,normal,v2,normal,0
7614,EQ-008,normal,v2,normal,0
7615,EQ-008,normal,v2,normal,0
7616,EQ-008,normal,v2,normal,0
7617,EQ-008,normal,v2,normal,0
7618,EQ-008,normal,v2,normal,0
7619,EQ-008,normal,v2,normal,0
7620,EQ-008,normal,v2,normal,0
7621,EQ-008,normal,v2,normal,0
7622,EQ-008,normal,v2,normal,0
7623,EQ-008,normal,v2,normal,0
7624,EQ-008,normal,v2,normal,0
7625,EQ-008,normal,v2,normal,0
7626,EQ-008,normal,v2,normal,0
7627,EQ-008,normal,v2,normal,0
7628,EQ-008,normal,v2,normal,0
7629,EQ-008,normal,v2,normal,0
7630,EQ-008,normal,v2,normal,0
7631,EQ-008,normal,v2,normal,0
7632,EQ-008,normal,v2,normal,0
7633,EQ-008,normal,v2,normal,0
7634,EQ-008,normal,v2,normal,0
7635,EQ-008,normal,v2,normal,0
7636,EQ-008,normal,v2,normal,0
7637,EQ-008,normal,v2,normal,0
7638,EQ-008,normal,v2,normal,0
7639,EQ-008,normal,v2,normal,0
7640,EQ-008,normal,v2,normal,0
7641,EQ-008,normal,v2,normal,0
7642,EQ-008,normal,v2,normal,0
7643,EQ-008,normal,v2,normal,0
7644,EQ-008,normal,v2,normal,0
7645,EQ-008,normal,v2,normal,0
7646,EQ-008,normal,v2,normal,0
7647,EQ-008,normal,v2,normal,0
7648,EQ-008,normal,v2,normal,0
7649,EQ-008,normal,v2,normal,0
7650,EQ-008,normal,v2,normal,0
7651,EQ-008,normal,v2,normal,0
7652,EQ-008,normal,v2,pressure_leak,1
7653,EQ-008,normal,v2,pressure_leak,1
7654,EQ-008,normal,v2,pressure_leak,1
7655,EQ-008,normal,v2,pressure_leak,1
7656,EQ-008,normal,v2,pressure_leak,1
7657,EQ-008,normal,v2,pressure_leak,1
7658,EQ-008,normal,v2,pressure_leak,1
7659,EQ-008,normal,v2,pressure_leak,1
7660,EQ-008,normal,v2,pressure_leak,1
7661,EQ-008,normal,v2,pressure_leak,1
7662,EQ-008,normal,v2,pressure_leak,1
7663,EQ-008,normal,v2,normal,0
7664,EQ-008,normal,v2,normal,0
7665,EQ-008,normal,v2,normal,0
7666,EQ-008,normal,v2,normal,0
7667,EQ-008,normal,v2,normal,0
7668,EQ-008,normal,v2,normal,0
7669,EQ-008,normal,v2,normal,0
7670,EQ-008,normal,v2,normal,0
7671,EQ-008,normal,v2,normal,0
7672,EQ-008,normal,v2,normal,0
7673,EQ-008,normal,v2,normal,0
7674,EQ-008,normal,v2,normal,0
7675,EQ-008,normal,v2,normal,0
7676,EQ-008,normal,v2,normal,0
7677,EQ-008,normal,v2,normal,0
7678,EQ-008,normal,v2,normal,0
7679,EQ-008,normal,v2,normal,0
7680,EQ-008,normal,v2,normal,0
7681,EQ-008,normal,v2,normal,0
7682,EQ-008,normal,v2,normal,0
7683,EQ-008,normal,v2,normal,0
7684,EQ-008,normal,v2,normal,0
7685,EQ-008,normal,v2,normal,0
7686,EQ-008,normal,v2,normal,0
7687,EQ-008,normal,v2,normal,0
7688,EQ-008,normal,v2,normal,0
7689,EQ-008,normal,v2,normal,0
7690,EQ-008,normal,v2,normal,0
7691,EQ-008,normal,v2,normal,0
7692,EQ-008,normal,v2,normal,0
7693,EQ-008,normal,v2,normal,0
7694,EQ-008,normal,v2,normal,0
7695,EQ-008,normal,v2,normal,0
7696,EQ-008,normal,v2,pressure_leak,1
7697,EQ-008,normal,v2,pressure_leak,1
7698,EQ-008,normal,v2,pressure_leak,1
7699,EQ-008,normal,v2,pressure_leak,1
7700,EQ-008,normal,v2,pressure_leak,1
7701,EQ-008,normal,v2,pressure_leak,1
7702,EQ-008,normal,v2,pressure_leak,1
7703,EQ-008,normal,v2,pressure_leak,1
7704,EQ-008,normal,v2,normal,0
7705,EQ-008,normal,v2,normal,0
7706,EQ-008,normal,v2,normal,0
7707,EQ-008,normal,v2,normal,0
7708,EQ-008,normal,v2,normal,0
7709,EQ-008,normal,v2,normal,0
7710,EQ-008,normal,v2,normal,0
7711,EQ-008,normal,v2,normal,0
7712,EQ-008,normal,v2,normal,0
7713,EQ-008,normal,v2,normal,0
7714,EQ-008,normal,v2,normal,0
7715,EQ-008,normal,v2,normal,0
7716,EQ-008,normal,v2,normal,0
7717,EQ-008,normal,v2,normal,0
7718,EQ-008,normal,v2,normal,0
7719,EQ-008,normal,v2,normal,0
7720,EQ-008,normal,v2,normal,0
7721,EQ-008,normal,v2,normal,0
7722,EQ-008,normal,v2,normal,0
7723,EQ-008,normal,v2,normal,0
7724,EQ-008,normal,v2,normal,0
7725,EQ-008,normal,v2,normal,0
7726,EQ-008,normal,v2,normal,0
7727,EQ-008,normal,v2,normal,0
7728,EQ-008,normal,v2,normal,0
7729,EQ-008,normal,v2,normal,0
7730,EQ-008,normal,v2,normal,0
7731,EQ-008,normal,v2,normal,0
7732,EQ-008,normal,v2,normal,0
7733,EQ-008,normal,v2,normal,0
7734,EQ-008,normal,v2,normal,0
7735,EQ-008,normal,v2,normal,0
7736,EQ-008,normal,v2,normal,0
7737,EQ-008,normal,v2,normal,0
7738,EQ-008,normal,v2,normal,0
7739,EQ-008,normal,v2,normal,0
7740,EQ-008,normal,v2,bearing_degradation,1
7741,EQ-008,normal,v2,bearing_degradation,1
7742,EQ-008,normal,v2,bearing_degradation,1
7743,EQ-008,normal,v2,bearing_degradation,1
7744,EQ-008,normal,v2,bearing_degradation,1
7745,EQ-008,normal,v2,bearing_degradation,1
7746,EQ-008,normal,v2,bearing_degradation,1
7747,EQ-008,normal,v2,normal,0
7748,EQ-008,normal,v2,normal,0
7749,EQ-008,normal,v2,normal,0
7750,EQ-008,normal,v2,normal,0
7751,EQ-008,normal,v2,normal,0
7752,EQ-008,normal,v2,normal,0
7753,EQ-008,normal,v2,normal,0
7754,EQ-008,normal,v2,normal,0
7755,EQ-008,normal,v2,normal,0
7756,EQ-008,normal,v2,normal,0
7757,EQ-008,normal,v2,normal,0
7758,EQ-008,normal,v2,normal,0
7759,EQ-008,normal,v2,normal,0
7760,EQ-008,normal,v2,normal,0
7761,EQ-008,normal,v2,normal,0
7762,EQ-008,normal,v2,normal,0
7763,EQ-008,normal,v2,normal,0
7764,EQ-008,normal,v2,normal,0
7765,EQ-008,normal,v2,normal,0
7766,EQ-008,normal,v2,sensor_malfunction,1
7767,EQ-008,normal,v2,sensor_malfunction,1
7768,EQ-008,normal,v2,sensor_malfunction,1
7769,EQ-008,normal,v2,sensor_malfunction,1
7770,EQ-008,normal,v2,sensor_malfunction,1
7771,EQ-008,normal,v2,sensor_malfunction,1
7772,EQ-008,normal,v2,sensor_malfunction,1
7773,EQ-008,normal,v2,sensor_malfunction,1
7774,EQ-008,normal,v2,normal,0
7775,EQ-008,normal,v2,normal,0
7776,EQ-008,normal,v2,normal,0
7777,EQ-008,normal,v2,normal,0
7778,EQ-008,normal,v2,normal,0
7779,EQ-008,normal,v2,normal,0
7780,EQ-008,normal,v2,normal,0
7781,EQ-008,normal,v2,normal,0
7782,EQ-008,normal,v2,normal,0
7783,EQ-008,normal,v2,normal,0
7784,EQ-008,normal,v2,normal,0
7785,EQ-008,normal,v2,normal,0
7786,EQ-008,normal,v2,normal,0
7787,EQ-008,normal,v2,normal,0
7788,EQ-008,normal,v2,normal,0
7789,EQ-008,normal,v2,normal,0
7790,EQ-008,normal,v2,normal,0
7791,EQ-008,normal,v2,normal,0
7792,EQ-008,normal,v2,normal,0
7793,EQ-008,normal,v2,normal,0
7794,EQ-008,normal,v2,normal,0
7795,EQ-008,normal,v2,normal,0
7796,EQ-008,normal,v2,normal,0
7797,EQ-008,normal,v2,normal,0
7798,EQ-008,normal,v2,normal,0
7799,EQ-008,normal,v2,normal,0
7800,EQ-008,normal,v2,normal,0
7801,EQ-008,normal,v2,normal,0
